车名	最大马力Ps	排量mL	进气形式	气缸排列形式	气缸数个	最大扭矩Nm	变速箱类型	指导价	T_两步
铃木(进口)- 吉姆尼	85	1328	自然吸气	L	4	110	手动变速箱(MT)	14.48	cluster-3
铃木(进口)- 吉姆尼	85	1328	自然吸气	L	4	110	手动变速箱(MT)	14.78	cluster-3
铃木(进口)- 吉姆尼	85	1328	自然吸气	L	4	110	手动变速箱(MT)	15.08	cluster-3
北京汽车制造厂- 战旗	110	1977	自然吸气	L	4	178	手动变速箱(MT)	5.52	cluster-3
北京汽车制造厂- 战旗	110	1977	自然吸气	L	4	178	手动变速箱(MT)	6.27	cluster-3
北京汽车制造厂- BJ 212	150	1977	自然吸气	L	4	178	手动变速箱(MT)	5.68	cluster-3
长城汽车- 长城M4	106	1497	自然吸气	L	4	138	手动变速箱(MT)	6.49	cluster-3
长城汽车- 长城M4	106	1497	自然吸气	L	4	138	手动变速箱(MT)	6.89	cluster-3
长城汽车- 长城M4	106	1497	自然吸气	L	4	138	手动变速箱(MT)	7.39	cluster-3
众泰汽车- 众泰T200	93	1299	自然吸气	L	4	114	手动变速箱(MT)	5.4	cluster-3
众泰汽车- 众泰T200	93	1299	自然吸气	L	4	114	手动变速箱(MT)	4.6	cluster-3
众泰汽车- 众泰T200	93	1299	自然吸气	L	4	114	手动变速箱(MT)	5	cluster-3
众泰汽车- 众泰T200	106	1488	自然吸气	L	4	134	手动变速箱(MT)	5.7	cluster-3
猎豹汽车- 飞腾	121	1999	自然吸气	L	4	168	手动变速箱(MT)	8.98	cluster-3
猎豹汽车- 飞腾	121	1999	自然吸气	L	4	168	手动变速箱(MT)	9.98	cluster-3
猎豹汽车- 飞腾	121	1999	自然吸气	L	4	168	手动变速箱(MT)	10.68	cluster-3
北京汽车- 北京40	143	2438	自然吸气	L	4	217	手动变速箱(MT)	14.38	cluster-3
北京汽车- 北京40	143	2438	自然吸气	L	4	217	手动变速箱(MT)	14.68	cluster-3
北京汽车- 北京40	143	2438	自然吸气	L	4	217	手动变速箱(MT)	17.68	cluster-3
北京汽车- 北京40	143	2438	自然吸气	L	4	217	手动变速箱(MT)	15.68	cluster-3
北京汽车- 北京40	143	2438	自然吸气	L	4	217	手动变速箱(MT)	18.68	cluster-3
长城汽车- 哈弗H1	106	1497	自然吸气	L	4	138	手动变速箱(MT)	6.89	cluster-3
长城汽车- 哈弗H1	106	1497	自然吸气	L	4	138	手动变速箱(MT)	7.29	cluster-3
长城汽车- 哈弗H1	106	1497	自然吸气	L	4	138	手动变速箱(MT)	7.79	cluster-3
绵阳金杯- 智尚S30	102	1495	自然吸气	L	4	135	手动变速箱(MT)	6.08	cluster-3
绵阳金杯- 智尚S30	102	1495	自然吸气	L	4	135	手动变速箱(MT)	5.98	cluster-3
绵阳金杯- 智尚S30	102	1495	自然吸气	L	4	135	手动变速箱(MT)	4.98	cluster-3
中兴汽车- 中兴GX3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	6.38	cluster-3
中兴汽车- 中兴GX3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	6.68	cluster-3
中兴汽车- 中兴GX3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	6.98	cluster-3
中兴汽车- 中兴C3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	5.88	cluster-3
中兴汽车- 中兴C3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	6.38	cluster-3
绵阳金杯- 智尚S30	102	1495	自然吸气	L	4	135	手动变速箱(MT)	6.58	cluster-3
绵阳金杯- 智尚S30	102	1495	自然吸气	L	4	135	手动变速箱(MT)	6.88	cluster-3
绵阳金杯- 智尚S30	102	1495	自然吸气	L	4	135	手动变速箱(MT)	6.48	cluster-3
绵阳金杯- 智尚S30	102	1495	自然吸气	L	4	135	手动变速箱(MT)	6.78	cluster-3
北京汽车制造厂- 战旗	110	1977	自然吸气	L	4	178	手动变速箱(MT)	6.82	cluster-3
潍柴汽车- 英致G3	102	1495	自然吸气	L	4	135	手动变速箱(MT)	5.79	cluster-3
潍柴汽车- 英致G3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	6.29	cluster-3
潍柴汽车- 英致G3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	6.69	cluster-3
潍柴汽车- 英致G3	113	1499	自然吸气	L	4	141	手动变速箱(MT)	7.09	cluster-3
奇瑞汽车- 瑞虎3	126	1598	自然吸气	L	4	160	手动变速箱(MT)	7.39	cluster-3
奇瑞汽车- 瑞虎3	126	1598	自然吸气	L	4	160	手动变速箱(MT)	7.79	cluster-3
奇瑞汽车- 瑞虎3	126	1598	自然吸气	L	4	160	手动变速箱(MT)	8.59	cluster-3
奇瑞汽车- 瑞虎3	126	1598	自然吸气	L	4	160	手动变速箱(MT)	7.39	cluster-3
奇瑞汽车- 瑞虎3	126	1598	自然吸气	L	4	160	手动变速箱(MT)	8.09	cluster-3
奇瑞汽车- 瑞虎3	126	1598	自然吸气	L	4	160	手动变速箱(MT)	8.89	cluster-3
永源汽车- 永源A380	102	1498	自然吸气	L	4	136	手动变速箱(MT)	5.99	cluster-3
野马汽车- 野马F10	95	1498	自然吸气	L	4	130	手动变速箱(MT)	4.58	cluster-3
野马汽车- 野马F12	95	1498	自然吸气	L	4	130	手动变速箱(MT)	4.98	cluster-3
野马汽车- 野马F16	95	1498	自然吸气	L	4	130	手动变速箱(MT)	5.58	cluster-3
永源汽车- 永源A380	102	1498	自然吸气	L	4	136	手动变速箱(MT)	6.59	cluster-3
野马汽车- 野马F16	95	1498	自然吸气	L	4	130	手动变速箱(MT)	0	cluster-3
永源汽车- 猎鹰	101	1584	自然吸气	L	4	134	手动变速箱(MT)	8.08	cluster-3
永源汽车- 猎鹰	101	1584	自然吸气	L	4	134	手动变速箱(MT)	8.88	cluster-3
永源汽车- 猎鹰	101	1584	自然吸气	L	4	134	手动变速箱(MT)	9.38	cluster-3
永源汽车- 永源A380	101	1584	自然吸气	L	4	134	手动变速箱(MT)	6.98	cluster-3
野马汽车- 野马F16	109	1587	自然吸气	L	4	140	手动变速箱(MT)	5.78	cluster-3
永源汽车- 永源A380	101	1584	自然吸气	L	4	134	手动变速箱(MT)	7.28	cluster-3
永源汽车- 永源A380	101	1584	自然吸气	L	4	134	手动变速箱(MT)	8.08	cluster-3
永源汽车- 永源A380	101	1584	自然吸气	L	4	134	手动变速箱(MT)	8.78	cluster-3
野马汽车- 野马F16	109	1587	自然吸气	L	4	140	手动变速箱(MT)	0	cluster-3
长安福特- 翼搏	110	1499	自然吸气	L	4	140	手动变速箱(MT)	9.48	cluster-3
长安福特- 翼搏	110	1499	自然吸气	L	4	140	手动变速箱(MT)	10.28	cluster-3
长安福特- 翼搏	110	1499	自然吸气	L	4	140	手动变速箱(MT)	11.58	cluster-3
东风标致- 标致2008	117	1587	自然吸气	L	4	150	手动变速箱(MT)	9.97	cluster-3
东风标致- 标致2008	117	1587	自然吸气	L	4	150	手动变速箱(MT)	11.17	cluster-3
东风标致- 标致2008	117	1587	自然吸气	L	4	150	手动变速箱(MT)	11.97	cluster-3
重庆力帆- 力帆X50	103	1498	自然吸气	L	4	133	手动变速箱(MT)	5.98	cluster-3
重庆力帆- 力帆X50	103	1498	自然吸气	L	4	133	手动变速箱(MT)	6.68	cluster-3
重庆力帆- 力帆X50	103	1498	自然吸气	L	4	133	手动变速箱(MT)	7.28	cluster-3
天津一汽- 骏派D60	102	1497	自然吸气	L	4	135	手动变速箱(MT)	6.49	cluster-3
天津一汽- 骏派D60	102	1497	自然吸气	L	4	135	手动变速箱(MT)	6.99	cluster-3
天津一汽- 骏派D60	102	1497	自然吸气	L	4	135	手动变速箱(MT)	7.59	cluster-3
天津一汽- 骏派D60	102	1497	自然吸气	L	4	135	手动变速箱(MT)	7.99	cluster-3
北汽银翔- 幻速S2	106	1500	自然吸气	L	4	145	手动变速箱(MT)	5.88	cluster-3
江淮汽车- 瑞风S3	113	1499	自然吸气	L	4	146	手动变速箱(MT)	6.58	cluster-3
江淮汽车- 瑞风S3	113	1499	自然吸气	L	4	146	手动变速箱(MT)	6.98	cluster-3
江淮汽车- 瑞风S3	113	1499	自然吸气	L	4	146	手动变速箱(MT)	7.48	cluster-3
江淮汽车- 瑞风S3	113	1499	自然吸气	L	4	146	手动变速箱(MT)	7.88	cluster-3
北汽银翔- 幻速S2	113	1500	自然吸气	L	4	150	手动变速箱(MT)	6.38	cluster-3
北汽银翔- 幻速S2	113	1500	自然吸气	L	4	150	手动变速箱(MT)	6.68	cluster-3
北汽银翔- 幻速S2	113	1500	自然吸气	L	4	150	手动变速箱(MT)	6.98	cluster-3
北汽银翔- 幻速S2	113	1500	自然吸气	L	4	150	手动变速箱(MT)	6.68	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	7.89	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.29	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.79	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	7.99	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.39	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.89	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	7.89	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.29	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.59	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	7.99	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.39	cluster-3
长安汽车- 长安CS35	125	1598	自然吸气	L	4	160	手动变速箱(MT)	8.69	cluster-3
北京汽车制造厂- 骑士S12	122	1977	自然吸气	L	4	180	手动变速箱(MT)	7.88	cluster-3
北京汽车制造厂- 骑士S12	122	1977	自然吸气	L	4	180	手动变速箱(MT)	8.38	cluster-3
北京汽车制造厂- 骑士S12	141	2237	自然吸气	L	4	205	手动变速箱(MT)	9.38	cluster-3
北京现代- 北京现代ix25	125	1591	自然吸气	L	4	151	手动变速箱(MT)	11.98	cluster-3
东风悦达起亚- 起亚KX3	125	1591	自然吸气	L	4	151	手动变速箱(MT)	11.28	cluster-3
东风悦达起亚- 起亚KX3	125	1591	自然吸气	L	4	151	手动变速箱(MT)	11.78	cluster-3
长安铃木- 锋驭	122	1586	自然吸气	L	4	158	手动变速箱(MT)	10.98	cluster-3
长安铃木- 锋驭	122	1586	自然吸气	L	4	158	手动变速箱(MT)	12.48	cluster-3
重庆力帆- 力帆X60	133	1794	自然吸气	L	4	168	手动变速箱(MT)	7	cluster-3
重庆力帆- 力帆X60	133	1794	自然吸气	L	4	168	手动变速箱(MT)	7.45	cluster-3
重庆力帆- 力帆X60	133	1794	自然吸气	L	4	168	手动变速箱(MT)	8	cluster-3
重庆力帆- 力帆X60	133	1794	自然吸气	L	4	168	手动变速箱(MT)	7.3	cluster-3
重庆力帆- 力帆X60	133	1794	自然吸气	L	4	168	手动变速箱(MT)	7.8	cluster-3
重庆力帆- 力帆X60	133	1794	自然吸气	L	4	168	手动变速箱(MT)	8.5	cluster-3
北京汽车- 北汽威旺007	122	1977	自然吸气	L	4	180	手动变速箱(MT)	0	cluster-3
北京汽车制造厂- 北京BW007	122	1977	自然吸气	L	4	180	手动变速箱(MT)	8.78	cluster-3
北京汽车制造厂- 北京BW007	122	1977	自然吸气	L	4	180	手动变速箱(MT)	8.98	cluster-3
北京汽车制造厂- 北京BW007	122	1977	自然吸气	L	4	180	手动变速箱(MT)	9.88	cluster-3
北京汽车制造厂- 北京BW007	143	2438	自然吸气	L	4	217	手动变速箱(MT)	10.28	cluster-3
北京汽车制造厂- 北京BW007	143	2438	自然吸气	L	4	217	手动变速箱(MT)	11.18	cluster-3
北京汽车制造厂- 北京BW007	143	2438	自然吸气	L	4	217	手动变速箱(MT)	11.68	cluster-3
北京汽车制造厂- 北京BW007	143	2438	自然吸气	L	4	217	手动变速箱(MT)	12.28	cluster-3
北京汽车制造厂- 勇士	150	2693	自然吸气	L	4	235	手动变速箱(MT)	19.6	cluster-3
广汽本田- 缤智	131	1498	自然吸气	L	4	155	手动变速箱(MT)	12.88	cluster-3
广汽本田- 缤智	136	1799	自然吸气	L	4	169	手动变速箱(MT)	13.88	cluster-3
东风本田- 本田XR-V	136	1798	自然吸气	L	4	169	手动变速箱(MT)	13.98	cluster-3
奇瑞汽车- 瑞虎5	139	1971	自然吸气	L	4	182	手动变速箱(MT)	9.39	cluster-3
奇瑞汽车- 瑞虎5	139	1971	自然吸气	L	4	182	手动变速箱(MT)	9.99	cluster-3
奇瑞汽车- 瑞虎5	139	1971	自然吸气	L	4	182	手动变速箱(MT)	11.09	cluster-3
奇瑞汽车- 瑞虎5	139	1971	自然吸气	L	4	182	手动变速箱(MT)	11.39	cluster-3
东风标致- 标致3008	147	1997	自然吸气	L	4	200	手动变速箱(MT)	15.97	cluster-3
东风标致- 标致3008	147	1997	自然吸气	L	4	200	手动变速箱(MT)	17.47	cluster-3
海马汽车- 海马S7	150	1995	自然吸气	L	4	180	手动变速箱(MT)	10.68	cluster-3
海马汽车- 海马S7	150	1995	自然吸气	L	4	180	手动变速箱(MT)	10.98	cluster-3
海马汽车- 海马S7	150	1995	自然吸气	L	4	180	手动变速箱(MT)	11.68	cluster-3
海马汽车- 海马S7	150	1995	自然吸气	L	4	180	手动变速箱(MT)	13.18	cluster-3
海马汽车- 海马S7	150	1995	自然吸气	L	4	180	手动变速箱(MT)	10.68	cluster-3
海马汽车- 海马S7	150	1995	自然吸气	L	4	180	手动变速箱(MT)	11.68	cluster-3
海马汽车- 海马S7	150	1995	自然吸气	L	4	180	手动变速箱(MT)	13.18	cluster-3
海马汽车- 海马骑士	150	1995	自然吸气	L	4	180	手动变速箱(MT)	10.58	cluster-3
海马汽车- 海马骑士	150	1995	自然吸气	L	4	180	手动变速箱(MT)	11.38	cluster-3
海马汽车- 海马骑士	150	1995	自然吸气	L	4	180	手动变速箱(MT)	12.58	cluster-3
海马汽车- 海马骑士	150	1995	自然吸气	L	4	180	手动变速箱(MT)	13.98	cluster-3
东风日产- 启辰T70	121	1598	自然吸气	L	4	154	手动变速箱(MT)	8.98	cluster-3
华晨中华- 中华V5	118	1586	自然吸气	L	4	151	手动变速箱(MT)	8.98	cluster-3
华晨中华- 中华V5	118	1586	自然吸气	L	4	151	手动变速箱(MT)	9.98	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	8.98	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	9.58	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	10.08	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	10.78	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	11.38	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	8.98	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	9.38	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	9.78	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	10.38	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	10.78	cluster-3
海马汽车- 海马S5	122	1591	自然吸气	L	4	160	手动变速箱(MT)	11.38	cluster-3
东风日产- 逍客	121	1598	自然吸气	L	4	154	手动变速箱(MT)	13.98	cluster-3
北京现代- 途胜	141	1975	自然吸气	L	4	184	手动变速箱(MT)	16.58	cluster-3
北京现代- 途胜	141	1975	自然吸气	L	4	184	手动变速箱(MT)	16.98	cluster-3
北京现代- 途胜	141	1975	自然吸气	L	4	184	手动变速箱(MT)	19.58	cluster-3
北京现代- 途胜	141	1975	自然吸气	L	4	184	手动变速箱(MT)	20.38	cluster-3
东风日产- 启辰T70	144	1997	自然吸气	L	4	198	手动变速箱(MT)	9.88	cluster-3
东风日产- 启辰T70	144	1997	自然吸气	L	4	198	手动变速箱(MT)	11.08	cluster-3
东风日产- 逍客	144	1997	自然吸气	L	4	198	手动变速箱(MT)	15.18	cluster-3
东风日产- 逍客	144	1997	自然吸气	L	4	198	手动变速箱(MT)	15.38	cluster-3
东风悦达起亚- 狮跑	142	1975	自然吸气	L	4	184	手动变速箱(MT)	15.98	cluster-3
东风悦达起亚- 狮跑	142	1975	自然吸气	L	4	184	手动变速箱(MT)	17.38	cluster-3
东风悦达起亚- 狮跑	142	1975	自然吸气	L	4	184	手动变速箱(MT)	18.88	cluster-3
郑州日产- 东风风度MX6	144	1997	自然吸气	L	4	198	手动变速箱(MT)	12.28	cluster-3
郑州日产- 东风风度MX6	144	1997	自然吸气	L	4	198	手动变速箱(MT)	14.28	cluster-3
上海大众斯柯达- 野帝	110	1598	自然吸气	L	4	155	手动变速箱(MT)	14.98	cluster-3
北京现代- 北京现代ix35	165	1999	自然吸气	L	4	199	手动变速箱(MT)	16.98	cluster-3
北京现代- 北京现代ix35	160	1999	自然吸气	L	4	194	手动变速箱(MT)	16.98	cluster-3
北京现代- 北京现代ix35	165	1999	自然吸气	L	4	199	手动变速箱(MT)	16.98	cluster-3
北京现代- 北京现代ix35	160	1999	自然吸气	L	4	194	手动变速箱(MT)	16.98	cluster-3
东风悦达起亚- 智跑	165	1999	自然吸气	L	4	199	手动变速箱(MT)	16.48	cluster-3
东风悦达起亚- 智跑	165	1999	自然吸气	L	4	199	手动变速箱(MT)	18.28	cluster-3
铃木(进口)- 超级维特拉	166	2393	自然吸气	L	4	225	手动变速箱(MT)	26.48	cluster-3
江淮汽车- 瑞风S5	144	1997	自然吸气	L	4	180	手动变速箱(MT)	8.95	cluster-3
江淮汽车- 瑞风S5	144	1997	自然吸气	L	4	180	手动变速箱(MT)	9.95	cluster-3
江淮汽车- 瑞风S5	136	1997	自然吸气	L	4	180	手动变速箱(MT)	10.08	cluster-3
双龙汽车- 柯兰多	149	1998	自然吸气	L	4	197	手动变速箱(MT)	13.98	cluster-3
双龙汽车- 柯兰多	149	1998	自然吸气	L	4	197	手动变速箱(MT)	14.98	cluster-3
郑州日产- 奥丁	150	2378	自然吸气	L	4	200	手动变速箱(MT)	12.68	cluster-3
郑州日产- 奥丁	150	2378	自然吸气	L	4	200	手动变速箱(MT)	13.68	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	16.48	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	16.78	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	16.78	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	20.28	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	20.58	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	20.48	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	20.78	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	20.78	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	24.48	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	24.78	cluster-3
郑州日产- 帕拉丁	150	2388	自然吸气	L	4	208	手动变速箱(MT)	24.78	cluster-3
一汽吉林- 森雅S80	88	1298	自然吸气	L	4	120	手动变速箱(MT)	5.89	cluster-3
一汽吉林- 森雅S80	88	1298	自然吸气	L	4	120	手动变速箱(MT)	5.99	cluster-3
一汽吉林- 森雅S80	88	1298	自然吸气	L	4	120	手动变速箱(MT)	0	cluster-3
一汽吉林- 森雅S80	88	1298	自然吸气	L	4	120	手动变速箱(MT)	0	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	6.29	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	6.39	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	6.79	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	6.89	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	6.89	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	6.99	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	7.19	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	7.29	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	7.29	cluster-3
一汽吉林- 森雅S80	109	1495	自然吸气	L	4	141	手动变速箱(MT)	7.39	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	0	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	0	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	0	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	0	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	0	cluster-3
一汽吉林- 森雅S80	102	1495	自然吸气	L	4	135	手动变速箱(MT)	0	cluster-3
东风雪铁龙- 雪铁龙C3-XR	117	1587	自然吸气	L	4	150	手动变速箱(MT)	10.88	cluster-3
东风雪铁龙- 雪铁龙C3-XR	117	1587	自然吸气	L	4	150	手动变速箱(MT)	11.78	cluster-3
一汽丰田- 一汽丰田RAV4	147	1987	自然吸气	L	4	187	手动变速箱(MT)	18.38	cluster-3
一汽丰田- 一汽丰田RAV4	147	1987	自然吸气	L	4	187	手动变速箱(MT)	18.38	cluster-3
吉利汽车- 吉利GX7	139	1792	自然吸气	L	4	172	手动变速箱(MT)	6.99	cluster-3
吉利汽车- 吉利GX7	139	1792	自然吸气	L	4	172	手动变速箱(MT)	7.99	cluster-3
吉利汽车- 吉利GX7	139	1792	自然吸气	L	4	172	手动变速箱(MT)	8.99	cluster-3
吉利汽车- 吉利GX7	133	1792	自然吸气	L	4	170	手动变速箱(MT)	6.99	cluster-3
吉利汽车- 吉利GX7	133	1792	自然吸气	L	4	170	手动变速箱(MT)	7.99	cluster-3
吉利汽车- 吉利GX7	133	1792	自然吸气	L	4	170	手动变速箱(MT)	8.99	cluster-3
吉利汽车- 吉利SX7	139	1792	自然吸气	L	4	172	手动变速箱(MT)	9.29	cluster-3
吉利汽车- 吉利SX7	139	1792	自然吸气	L	4	172	手动变速箱(MT)	9.69	cluster-3
吉利汽车- 吉利SX7	139	1792	自然吸气	L	4	172	手动变速箱(MT)	10.59	cluster-3
吉利汽车- 吉利GX7	141	1997	自然吸气	L	4	178	手动变速箱(MT)	9.59	cluster-3
吉利汽车- 吉利SX7	141	1997	自然吸气	L	4	178	手动变速箱(MT)	10.39	cluster-3
吉利汽车- 吉利SX7	141	1997	自然吸气	L	4	178	手动变速箱(MT)	11.19	cluster-3
野马汽车- 野马T70	133	1799	自然吸气	L	4	170	手动变速箱(MT)	7.98	cluster-3
野马汽车- 野马T70	133	1799	自然吸气	L	4	170	手动变速箱(MT)	8.68	cluster-3
野马汽车- 野马T70	133	1799	自然吸气	L	4	170	手动变速箱(MT)	9.58	cluster-3
广汽三菱- 劲炫ASX	124	1590	自然吸气	L	4	149	手动变速箱(MT)	12.88	cluster-3
广汽三菱- 劲炫ASX	167	1998	自然吸气	L	4	197	手动变速箱(MT)	14.88	cluster-3
一汽奔腾- 奔腾X80	147	1999	自然吸气	L	4	184	手动变速箱(MT)	11.98	cluster-3
一汽奔腾- 奔腾X80	147	1999	自然吸气	L	4	184	手动变速箱(MT)	13.18	cluster-3
一汽奔腾- 奔腾X80	147	1999	自然吸气	L	4	184	手动变速箱(MT)	0	cluster-3
北汽银翔- 幻速S3	113	1500	自然吸气	L	4	150	手动变速箱(MT)	6.18	cluster-3
东风风行- 景逸X3	120	1499	自然吸气	L	4	143	手动变速箱(MT)	6.69	cluster-3
东风风行- 景逸X3	120	1499	自然吸气	L	4	143	手动变速箱(MT)	7.39	cluster-3
东风风行- 景逸X3	120	1499	自然吸气	L	4	143	手动变速箱(MT)	7.79	cluster-3
东风风行- 景逸X3	120	1499	自然吸气	L	4	143	手动变速箱(MT)	6.99	cluster-3
东风风行- 景逸X3	120	1499	自然吸气	L	4	143	手动变速箱(MT)	7.29	cluster-3
东风风行- 景逸X3	120	1499	自然吸气	L	4	143	手动变速箱(MT)	7.79	cluster-3
北汽银翔- 幻速S3	113	1500	自然吸气	L	4	150	手动变速箱(MT)	6.58	cluster-3
北汽银翔- 幻速S3	113	1500	自然吸气	L	4	150	手动变速箱(MT)	6.88	cluster-3
东风风行- 景逸X5	122	1590	自然吸气	L	4	155	手动变速箱(MT)	7.99	cluster-3
东风风行- 景逸X5	122	1590	自然吸气	L	4	155	手动变速箱(MT)	8.69	cluster-3
东风风行- 景逸X5	122	1590	自然吸气	L	4	155	手动变速箱(MT)	9.29	cluster-3
东风风行- 景逸X5	122	1590	自然吸气	L	4	155	手动变速箱(MT)	7.99	cluster-3
东风风行- 景逸X5	122	1590	自然吸气	L	4	155	手动变速箱(MT)	8.69	cluster-3
东风风行- 景逸X5	122	1590	自然吸气	L	4	155	手动变速箱(MT)	8.69	cluster-3
东风风行- 景逸X5	122	1590	自然吸气	L	4	155	手动变速箱(MT)	9.29	cluster-3
长城汽车- 哈弗H5	122	1999	自然吸气	L	4	170	手动变速箱(MT)	9.48	cluster-3
长城汽车- 哈弗H5	122	1999	自然吸气	L	4	170	手动变速箱(MT)	10.28	cluster-3
长安马自达- 马自达CX-5	155	1998	自然吸气	L	4	200	手动变速箱(MT)	16.98	cluster-3
北京现代- 全新胜达	189	2359	自然吸气	L	4	240	手动变速箱(MT)	21.98	cluster-3
北京现代- 全新胜达	189	2359	自然吸气	L	4	240	手动变速箱(MT)	21.98	cluster-3
东风日产- 奇骏	150	1997	自然吸气	L	4	200	手动变速箱(MT)	18.18	cluster-3
广汽乘用车- 传祺GS5	147	1969	自然吸气	L	4	187	手动变速箱(MT)	12.38	cluster-3
广汽乘用车- 传祺GS5	147	1969	自然吸气	L	4	187	手动变速箱(MT)	13.38	cluster-3
广汽乘用车- 传祺GS5	147	1969	自然吸气	L	4	187	手动变速箱(MT)	13.88	cluster-3
广汽乘用车- 传祺GS5	147	1969	自然吸气	L	4	187	手动变速箱(MT)	15.28	cluster-3
广汽乘用车- 传祺GS5	147	1969	自然吸气	L	4	187	手动变速箱(MT)	13.98	cluster-3
广汽乘用车- 传祺GS5	147	1969	自然吸气	L	4	187	手动变速箱(MT)	13.98	cluster-3
广汽乘用车- 传祺GS5	147	1969	自然吸气	L	4	187	手动变速箱(MT)	13.98	cluster-3
广汽乘用车- 传祺GS5速博	147	1969	自然吸气	L	4	187	手动变速箱(MT)	12.68	cluster-3
广汽乘用车- 传祺GS5速博	147	1969	自然吸气	L	4	187	手动变速箱(MT)	13.88	cluster-3
曙光汽车- 旗胜V3	133	1997	自然吸气	L	4	170	手动变速箱(MT)	10.18	cluster-3
